          0	 10037.8643	
 1249.12917	 10018.2227	
 2498.25833	 9983.46875	
  3747.3875	 9983.53418	
 4996.51667	 10037.5029	
 6245.64583	 10090.6416	
   7494.775	 10092.0049	
 8743.90417	 10051.3281	
 9993.03333	 10019.5879	
 11242.1625	 10042.6182	
 12491.2917	 10112.0947	
 13740.4208	 10165.8369	
   14989.55	 10155.4453	
 16238.6792	 10107.2363	
 17487.8083	 10075.3096	
 18736.9375	 10107.4717	
 19986.0667	 10178.5059	
 21235.1958	 10222.7012	
  22484.325	  10195.085	
 23733.4542	 10136.0371	
 24982.5833	 10113.8486	
 26231.7125	 10163.8691	
 27480.8417	 10234.2832	
 28729.9708	 10254.5635	
    29979.1	 10209.8818	
 31228.2292	 10152.2695	
 32477.3583	 10139.1494	
 33726.4875	 10191.9668	
 34975.6167	  10262.873	
 36224.7458	 10285.0303	
  37473.875	 10246.2939	
 38723.0042	 10198.7744	
 39972.1333	 10206.7041	
 41221.2625	 10278.0508	
 42470.3917	  10357.667	
 43719.5208	 10368.6758	
   44968.65	 10318.9326	
 46217.7792	 10263.1484	
 47466.9083	 10263.8232	
 48716.0375	  10319.665	
 49965.1667	 10377.3174	
 51214.2958	 10377.8838	
  52463.425	 10328.1162	
 53712.5542	 10275.9971	
 54961.6833	 10289.0674	
 56210.8125	 10362.6426	
 57459.9417	  10433.624	
 58709.0708	 10442.3428	
    59958.2	  10401.085	
 61207.3292	 10356.5615	
 62456.4583	 10366.0488	
 63705.5875	 10425.6631	
 64954.7167	  10487.459	
 66203.8458	 10492.6309	
  67452.975	 10443.1104	
 68702.1042	 10392.3604	
 69951.2333	 10393.8262	
 71200.3625	 10449.6348	
 72449.4917	 10507.1982	
 73698.6208	 10519.9678	
   74947.75	 10481.6719	
 76196.8792	 10446.3652	
 77446.0083	 10456.8799	
 78695.1375	 10516.2764	
 79944.2667	 10573.9531	
 81193.3958	 10580.5293	
  82442.525	 10533.0391	
 83691.6542	 10478.3301	
 84940.7833	 10468.0459	
 86189.9125	 10505.0479	
 87439.0417	 10535.0313	
 88688.1708	 10518.0771	
    89937.3	 10444.6289	
 91186.4292	 10368.7715	
 92435.5583	 10343.6836	
 93684.6875	 10379.4092	
 94933.8167	 10430.1035	
 96182.9458	 10442.0361	
  97432.075	 10400.0693	
 98681.2042	 10358.0215	
 99930.3333	 10365.8672	
 101179.462	 10430.3613	
 102428.592	 10487.9883	
 103677.721	 10493.7617	
  104926.85	   10453.96	
 106175.979	 10405.4961	
 107425.108	 10398.8271	
 108674.238	 10442.1602	
 109923.367	 10485.7217	
 111172.496	 10487.8486	
 112421.625	 10441.4287	
 113670.754	 10387.7959	
 114919.883	 10375.8535	
 116169.012	 10416.4063	
 117418.142	 10462.4229	
 118667.271	 10469.3008	
   119916.4	 10433.4785	
 121165.529	 10384.4004	
 122414.658	 10377.3096	
 123663.788	 10428.8623	
 124912.917	 10490.8369	
 126162.046	 10510.4648	
 127411.175	 10471.0361	
 128660.304	 10418.4297	
 129909.433	 10399.5898	
 131158.563	 10439.6592	
 132407.692	 10490.5313	
 133656.821	 10505.5361	
  134905.95	 10464.0967	
 136155.079	  10415.833	
 137404.208	 10407.3662	
 138653.337	 10449.9834	
 139902.467	 10504.4336	
 141151.596	 10517.7568	
 142400.725	 10475.9287	
 143649.854	 10416.1729	
 144898.983	 10389.1338	
 146148.112	 10417.3887	
 147397.242	 10459.1543	
 148646.371	 10473.4727	
   149895.5	 10428.1318	
 151144.629	  10371.666	
 152393.758	 10347.0664	
 153642.888	 10385.4053	
 154892.017	 10449.6396	
 156141.146	  10474.167	
 157390.275	 10440.9424	
 158639.404	 10386.6592	
 159888.533	 10369.8906	
 161137.663	 10411.3691	
 162386.792	 10467.1523	
 163635.921	  10490.748	
  164885.05	  10457.542	
 166134.179	 10404.6758	
 167383.308	 10384.2021	
 168632.438	 10420.4756	
 169881.567	 10481.9102	
 171130.696	 10508.6035	
 172379.825	 10468.3809	
 173628.954	 10398.7764	
 174878.083	 10362.5371	
 176127.212	      10389	
 177376.342	 10440.5596	
 178625.471	 10462.6123	
   179874.6	  10422.708	
 181123.729	 10362.8066	
 182372.858	 10338.0664	
 183621.987	 10371.5645	
 184871.117	 10428.0615	
 186120.246	 10452.9805	
 187369.375	 10421.1777	
 188618.504	   10365.71	
 189867.633	 10338.4561	
 191116.763	 10370.5459	
 192365.892	 10429.6045	
 193615.021	  10457.624	
  194864.15	 10421.0449	
 196113.279	 10358.4258	
 197362.408	 10327.9785	
 198611.538	 10359.5215	
 199860.667	 10412.0078	
 201109.796	 10436.6729	
 202358.925	  10405.709	
 203608.054	 10349.6074	
 204857.183	 10314.0342	
 206106.313	 10337.5947	
 207355.442	 10394.2041	
 208604.571	 10421.2969	
   209853.7	 10387.0977	
 211102.829	 10321.9766	
 212351.958	 10280.7441	
 213601.087	 10305.5283	
 214850.217	 10358.6904	
 216099.346	 10390.3906	
 217348.475	 10363.0781	
 218597.604	 10309.9111	
 219846.733	 10277.5381	
 221095.862	 10302.1797	
 222344.992	 10357.1143	
 223594.121	 10390.8428	
  224843.25	 10361.7285	
 226092.379	 10294.2031	
 227341.508	 10248.1592	
 228590.638	 10262.3848	
 229839.767	 10315.5723	
 231088.896	 10350.0732	
 232338.025	 10320.5664	
 233587.154	   10256.79	
 234836.283	 10212.4463	
 236085.413	 10234.4766	
 237334.542	 10297.5889	
 238583.671	 10336.9453	
   239832.8	 10311.2637	
 241081.929	 10249.5488	
 242331.058	 10210.5693	
 243580.188	 10232.8994	
 244829.317	 10295.2939	
 246078.446	 10341.3633	
 247327.575	 10322.1709	
 248576.704	  10267.208	
 249825.833	 10228.5771	
 251074.962	 10247.5947	
 252324.092	 10307.9688	
 253573.221	 10350.1621	
  254822.35	 10326.7852	
 256071.479	 10265.1729	
 257320.608	 10219.8896	
 258569.737	 10237.4619	
 259818.867	 10300.5889	
 261067.996	 10345.8896	
 262317.125	 10322.7373	
 263566.254	 10259.6455	
 264815.383	 10213.7412	
 266064.513	 10226.6846	
 267313.642	 10278.8623	
 268562.771	 10313.3779	
   269811.9	 10283.0078	
 271061.029	 10217.6074	
 272310.158	 10163.8311	
 273559.287	 10174.0186	
 274808.417	 10231.2275	
 276057.546	 10280.9814	
 277306.675	 10269.8008	
 278555.804	 10209.3535	
 279804.933	  10152.209	
 281054.063	   10159.96	
 282303.192	  10215.333	
 283552.321	  10266.167	
  284801.45	 10251.4121	
 286050.579	 10180.1611	
 287299.708	 10114.5576	
 288548.838	 10116.5107	
 289797.967	 10171.1436	
 291047.096	 10223.2559	
 292296.225	 10211.2822	
 293545.354	 10149.2998	
 294794.483	 10088.7285	
 296043.612	  10088.501	
 297292.742	 10144.7285	
 298541.871	 10199.5186	
     299791	 10193.1035	
 301040.129	 10133.9941	
 302289.258	 10079.0029	
 303538.388	 10084.2764	
 304787.517	 10152.7676	
 306036.646	 10221.1631	
 307285.775	 10214.1855	
 308534.904	 10154.1221	
 309784.033	 10093.5469	
 311033.162	 10089.5752	
 312282.292	 10143.7988	
 313531.421	 10195.8574	
  314780.55	 10179.6494	
 316029.679	 10112.2998	
 317278.808	 10047.0508	
 318527.938	 10044.6191	
 319777.067	 10103.5059	
 321026.196	 10165.6953	
 322275.325	 10163.9131	
 323524.454	 10107.7236	
 324773.583	 10048.8984	
 326022.713	 10049.6875	
 327271.842	  10098.791	
 328520.971	 10148.0654	
   329770.1	 10144.9199	
 331019.229	 10082.3281	
 332268.358	 10019.8916	
 333517.487	 10007.6113	
 334766.617	 10058.0811	
 336015.746	 10117.9609	
 337264.875	 10115.2891	
 338514.004	 10057.1621	
 339763.133	 9996.70898	
 341012.263	 9998.93164	
 342261.392	 10061.1094	
 343510.521	 10128.3916	
  344759.65	 10133.3604	
 346008.779	 10074.9521	
 347257.908	 10008.6846	
 348507.037	 9998.53418	
 349756.167	 10049.2832	
 351005.296	 10111.2051	
 352254.425	 10117.1104	
 353503.554	 10053.8623	
 354752.683	 9987.66016	
 356001.813	 9969.27148	
 357250.942	 10013.6523	
 358500.071	 10077.3086	
   359749.2	 10085.1484	
 360998.329	 10025.0693	
 362247.458	 9953.44922	
 363496.588	 9928.21777	
 364745.717	 9968.68066	
 365994.846	 10032.5596	
 367243.975	 10045.9365	
 368493.104	  9984.0459	
 369742.233	  9907.3418	
 370991.362	 9882.30176	
 372240.492	 9929.27637	
 373489.621	 10004.0146	
  374738.75	 10021.9297	
 375987.879	 9972.46484	
 377237.008	 9898.44531	
 378486.138	 9878.32031	
 379735.267	 9923.90234	
 380984.396	 9989.98828	
 382233.525	 9997.15918	
 383482.654	 9935.03906	
 384731.783	 9856.94629	
 385980.912	 9823.71777	
 387230.042	 9861.14258	
 388479.171	 9928.32031	
   389728.3	  9953.2041	
 390977.429	  9900.7627	
 392226.558	 9822.10645	
 393475.688	 9786.78516	
 394724.817	 9830.78906	
 395973.946	 9909.19238	
 397223.075	 9935.85156	
 398472.204	 9880.20605	
 399721.333	 9795.34082	
 400970.463	 9761.52246	
 402219.592	 9803.37695	
 403468.721	 9878.03125	
  404717.85	  9899.6416	
 405966.979	  9844.1543	
 407216.108	 9762.20605	
 408465.237	 9729.03125	
